Index,Well.API,Field,Operator,Spud.Year,Max_Gas,Lat_Len,Vert_Len,Fluid,Proppant,ShalePlay
695,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,115981,1721,4128,19197,700600,Mancos
696,5.04522E+12,Piceance Horizontal Niobrara,Tep Rocky Mountain Llc,2014,1461218,5345,10588,257094,6646102,Mancos
697,5.04522E+12,Rulison,Tep Rocky Mountain Llc,2014,386394,2397,7345,28048,966800,Mancos
698,5.04522E+12,Rulison,Tep Rocky Mountain Llc,2014,286812,1927,7807,28910,995600,Mancos
699,5.04522E+12,Rulison,Tep Rocky Mountain Llc,2014,262711,1941,7873,27275,954400,Mancos
700,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,233835,2362,4741,45306,1259000,Mancos
701,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,210560,2355,4831,43564,1291900,Mancos
702,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,270178,2366,4808,50909,1412300,Mancos
703,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,236944,1724,5393,34274,912300,Mancos
704,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,273304,2460,4768,120116,1147700,Mancos
705,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,125022,2312,5092,121634,953300,Mancos
706,5.04522E+12,Wildcat,Ursa Operating Company Llc,2014,180999,2379,5012,128987,1192880,Mancos
707,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,286069,2447,4678,123633,1152300,Mancos
708,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,46134,2773,9987,103151,2319500,Mancos
709,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,283338,1849,4644,26323,984900,Mancos
710,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,237494,1678,4773,24604,935300,Mancos
711,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,221832,1880,4851,26970,1018000,Mancos
712,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,284365,1858,4591,27082,1027600,Mancos
713,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,304857,1870,4619,27312,1058100,Mancos
714,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,230823,1852,5633,27779,1043080,Mancos
715,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,295914,1895,4942,30365,1159100,Mancos
716,5.04522E+12,Parachute,Tep Rocky Mountain Llc,2014,178296,1234,5490,16637,624200,Mancos
717,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,110936,1791,5819,121060,1501265,Mancos
718,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,262814,1604,5596,28579,1063500,Mancos
719,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,242680,1608,5860,28012,1018900,Mancos
720,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,202291,1579,5643,27617,1101033,Mancos
721,5.04522E+12,Piceance Horizontal Niobrara,Tep Rocky Mountain Llc,2015,2887155,5504,10990,263361,10680511,Mancos
722,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,390610,1658,6104,30724,1137200,Mancos
723,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,121341,2386,4978,122847,1058277,Mancos
724,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,123819,2395,4871,123166,1148400,Mancos
725,5.04522E+12,Mamm Creek,Ursa Operating Company Llc,2014,160685,2467,4740,124406,1183860,Mancos
726,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,26999,1676,6080,44939,839500,Mancos
727,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,97670,3131,4710,74959,1489400,Mancos
728,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,87509,2671,5358,81765,1625700,Mancos
729,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,133771,2776,5472,85626,1724400,Mancos
730,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,111941,2633,5226,67487,1336200,Mancos
731,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,141866,2633,5460,82896,1683100,Mancos
732,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,155777,3182,4815,103282,2081900,Mancos
733,5.04522E+12,Kokopelli,Coachman Energy Operating Company Llc,2014,303418,3875,9395,181481,4575600,Mancos
734,5.04522E+12,Piceance Horizontal Niobrara,Tep Rocky Mountain Llc,2014,1070334,6052,10650,275693,7376427,Mancos
735,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,327741,1685,5398,24135,878645,Mancos
736,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,371861,1820,5326,30252,1141537,Mancos
737,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,250631,1846,5366,27841,1023500,Mancos
738,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,291937,1560,5516,25115,941000,Mancos
739,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,175457,1824,4796,23979,872800,Mancos
740,5.04522E+12,Piceance Horizontal Mancos,Black Hills Plateau Production Llc,2014,591593,10095,7102,520006,11418473,Mancos
741,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,86362,1664,5136,20419,779600,Mancos
742,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,133629,1725,4910,24778,945200,Mancos
743,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,126541,1746,4860,24572,909400,Mancos
744,5.04522E+12,Grand Valley,Tep Rocky Mountain Llc,2014,97467,1688,4916,22806,856500,Mancos
745,5.05E+12,Grand Valley,Tep Rocky Mountain Llc,2014,210655,2011,4941,36196,1420600,Mancos
746,5.04523E+12,Grand Valley,Tep Rocky Mountain Llc,2014,172295,2088,4751,33195,1249800,Mancos
747,5.05106E+12,Piceance Horizontal Niobrara,Gunnison Energy Llc,2012,954129,5280,7050,289106,635700,Mancos
748,5.05106E+12,Piceance Horizontal Niobrara,Gunnison Energy Llc,2012,401250,5136,7632,64598,3077740,Mancos
749,5.0671E+12,Ignacio Blanco,Red Willow Production Company,2011,1218881,3431,2510,3094,259973,Mancos
750,5.07709E+12,Piceance Horizontal Niobrara,Black Hills Plateau Production Llc,2011,449750,4182,6870,188089,3375000,Mancos
751,5.07709E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1578863,6522,8758,542583,7999888,Mancos
752,5.0771E+12,Buzzard Creek,Laramie Energy Llc,2008,192505,1689,6563,216,1329164,Mancos
753,5.0771E+12,Buzzard Creek,Laramie Energy Llc,2011,344835,1303,7060,73625,1476215,Mancos
754,5.0771E+12,Brush Creek,Laramie Energy Llc,2011,149008,1236,6600,65730,1340384,Mancos
755,5.0771E+12,Brush Creek,Laramie Energy Llc,2011,252548,3892,8502,191839,3906705,Mancos
756,5.0771E+12,Buzzard,Laramie Energy Llc,2011,576781,3974,6238,213978,4869320,Mancos
757,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1116609,4980,8690,183000,2754777,Mancos
758,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1170207,4980,7290,155168,2755815,Mancos
759,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,938217,4980,8365,187344,3628796,Mancos
760,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,951400,5482,8668,312466,4771660,Mancos
761,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1124871,6510,8140,426498,4017111,Mancos
762,5.0771E+12,Buzzard,Laramie Energy Llc,2011,619656,3356,7686,186806,4376640,Mancos
763,5.0771E+12,Piceance Horizontal Niobrara,Caerus Piceance Llc,2011,1598879,4560,10640,171171,4746060,Mancos
764,5.08108E+12,Lay Creek,Swn Production Company Llc,2012,610849,5086,11617,290218,2877220,Mancos
765,5.08108E+12,Sand Wash Horizontal Niobrara,Swn Production Company Llc,2013,694929,4420,11130,271414,3167351,Mancos
766,5.08108E+12,Craig North,Swn Production Company Llc,2013,178618,1536,10738,74531,1260678,Mancos
767,5.10312E+12,Sulphur Creek,Tep Rocky Mountain Llc,2012,248904,1532,9634,27965,815640,Mancos
768,5.12333E+12,Wattenberg,Noble Energy Inc,2011,496967,4108,7440,244337,5756045,Mancos
769,5.12334E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,113334,3228,7637,61951,3578318,Mancos
770,5.12335E+12,Wattenberg,Kerr Mcgee Oil & Gas Onshore Lp,2012,127299,3805,7967,57409,1742400,Mancos
771,5.12335E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,235456,4202,7586,77108,4655722,Mancos
772,5.12335E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,457711,5982,7983,33175,5885111,Mancos
773,5.12336E+12,Wattenberg,Noble Energy Inc,2014,549757,4159,7463,75983,4503180,Mancos
774,5.12336E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,306520,3646,7800,85191,5207166,Mancos
775,5.12336E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,324857,4250,7547,94374,5616138,Mancos
776,5.12336E+12,Wattenberg,Crestone Peak Resources Operating Llc,2012,213716,4156,7571,46287,1746053,Mancos
777,5.12337E+12,Wattenberg,Crestone Peak Resources Operating Llc,2013,63856,3882,7538,643,3128900,Mancos
778,5.12337E+12,Wattenberg,Crestone Peak Resources Operating Llc,2013,200822,3527,7583,595,5850500,Mancos
779,5.12337E+12,Wattenberg,Crestone Peak Resources Operating Llc,2013,151449,3851,7769,61213,3046410,Mancos
780,5.12337E+12,Wattenberg,Kerr Mcgee Oil & Gas Onshore Lp,2013,189002,4034,7792,107430,3321280,Mancos
781,5.12337E+12,Wattenberg,Src Energy Inc,2013,95721,4166,7763,79321,3526080,Mancos
782,5.12337E+12,Wattenberg,Src Energy Inc,2013,89826,4585,7266,75546,3700380,Mancos
783,5.12337E+12,Wattenberg,Src Energy Inc,2013,88746,4321,7272,79640,3669280,Mancos
784,5.12337E+12,Wattenberg,Src Energy Inc,2013,104048,4240,7762,78079,3824020,Mancos
785,5.12338E+12,Wattenberg,Noble Energy Inc,2014,363859,4291,7755,85441,4803004,Mancos
786,5.12338E+12,Wattenberg,Noble Energy Inc,2014,197175,4544,7602,85327,4560729,Mancos
787,5.12338E+12,Wattenberg,Noble Energy Inc,2013,414637,3814,7503,65837,3687169,Mancos
788,5.12338E+12,Wattenberg,Noble Energy Inc,2014,397573,4238,7803,85599,4061744,Mancos
789,5.12338E+12,Wattenberg,Noble Energy Inc,2014,485230,4408,7603,100439,4986015,Mancos
790,5.12338E+12,Wattenberg,Noble Energy Inc,2014,536266,4420,7635,94598,4532858,Mancos
791,5.12339E+12,Wattenberg,Noble Energy Inc,2014,332364,3601,7567,69981,3088230,Mancos
792,5.12344E+12,Wattenberg,Kerr Mcgee Oil & Gas Onshore Lp,2017,593,5266,7673,191899,1586100,Mancos
793,3.02E+12,B-43,"Xto Energy, Inc.",2008,266159,2771,5363,2661644,2098610,Fayetteville
794,3.02E+12,B-43,"Seeco, Llc",2008,390149,3221,4029,51759,2531390,Fayetteville
795,3.02E+12,B-43,"Seeco, Llc",2008,468333,3404,3849,89907,2199710,Fayetteville
796,3.02E+12,B-43,"Seeco, Llc",2008,245648,3221,3967,48764,2943540,Fayetteville
797,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,201455,4286,3160,71176,2516484,Fayetteville
798,3.02E+12,B-43,"Seeco, Llc",2008,526503,3242,5467,92347,3730637,Fayetteville
799,3.02E+12,B-43,"Xto Energy, Inc.",2008,338308,3070,4699,2480606,2575971,Fayetteville
800,3.02E+12,B-43,"Xto Energy, Inc.",2008,296216,3629,4964,3398388,3146900,Fayetteville
801,3.02E+12,B-43,"Xto Energy, Inc.",2008,123401,1585,4849,1509079,1600520,Fayetteville
802,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,401698,4097,5095,79137,2788286,Fayetteville
803,3.02E+12,B-43,"Seeco, Llc",2008,444908,3765,4087,94313,4317540,Fayetteville
804,3.02E+12,B-43,"Seeco, Llc",2008,306029,3659,4186,97216,4028126,Fayetteville
805,3.02E+12,B-43,"Seeco, Llc",2008,452478,3774,4126,151449,5040113,Fayetteville
806,3.02E+12,B-43,"Seeco, Llc",2008,199394,3827,4122,83237,4027731,Fayetteville
807,3.02E+12,B-43,"Seeco, Llc",2008,218492,3827,3906,88641,4250371,Fayetteville
808,3.02E+12,B-43,"Xto Energy, Inc.",2008,165307,3916,4880,75515,2226810,Fayetteville
809,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,301777,4007,3650,91798,2777876,Fayetteville
810,3.02E+12,B-43,"Xto Energy, Inc.",2009,163326,2028,1745,31479,1462002,Fayetteville
811,3.02E+12,B-43,"Xto Energy, Inc.",2008,178941,2396,1900,2267980,2100000,Fayetteville
812,3.02E+12,B-43,"Xto Energy, Inc.",2008,261907,4126,5751,81560,1497727,Fayetteville
813,3.02E+12,B-43,"Seeco, Llc",2008,513817,4398,3719,116626,3892445,Fayetteville
814,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,510565,3962,4500,111644,3768302,Fayetteville
815,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,297147,4136,4786,93691,4311658,Fayetteville
816,3.02E+12,B-43,"Seeco, Llc",2008,709798,4621,4033,99125,4365210,Fayetteville
817,3.02E+12,B-43,"Xto Energy, Inc.",2008,92745,1791,1966,25376,1304280,Fayetteville
818,3.02E+12,B-43,"Xto Energy, Inc.",2008,253782,2316,2346,36636,1703900,Fayetteville
819,3.02E+12,B-43,"Xto Energy, Inc.",2009,180527,2780,1572,22877,2105740,Fayetteville
820,3.02E+12,B-43,"Seeco, Llc",2008,781072,3873,4262,163397,5237278,Fayetteville
821,3.02E+12,B-43,"Xto Energy, Inc.",2008,299918,4137,3585,78242,2390860,Fayetteville
822,3.02E+12,B-43,"Xto Energy, Inc.",2008,649752,4128,5192,83596,1955208,Fayetteville
823,3.02E+12,B-43,"Seeco, Llc",2008,727146,3606,3227,84491,4308423,Fayetteville
824,3.02E+12,B-43,"Xto Energy, Inc.",2008,372247,4195,4970,81978,2028300,Fayetteville
825,3.02E+12,B-43,"Seeco, Llc",2008,428516,3944,4056,130931,4293000,Fayetteville
826,3.02E+12,B-43,"Xto Energy, Inc.",2009,41739,2492,1864,1480954,1894010,Fayetteville
827,3.02E+12,B-43,"Xto Energy, Inc.",2008,638881,4149,5232,87873,2013588,Fayetteville
828,3.02E+12,B-43,"Xto Energy, Inc.",2008,345133,3944,4756,80481,1951020,Fayetteville
829,3.02E+12,B-43,"Xto Energy, Inc.",2008,98146,1647,1774,1417985,1574892,Fayetteville
830,3.02E+12,B-43,"Xto Energy, Inc.",2008,30043,2124,1774,1756962,1846382,Fayetteville
831,3.02E+12,B-43,"Seeco, Llc",2008,417302,3884,3903,107326,3518292,Fayetteville
832,3.02E+12,B-43,"Seeco, Llc",2008,442915,3774,4186,132507,3515648,Fayetteville
833,3.02E+12,B-43,"Seeco, Llc",2008,615266,3943,4328,108243,3589444,Fayetteville
834,3.02E+12,B-43,"Seeco, Llc",2008,533393,3890,4270,108914,3556712,Fayetteville
835,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,347827,4071,3346,79036,4024960,Fayetteville
836,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,366631,4023,3790,111431,4838133,Fayetteville
837,3.02E+12,B-43,"Xto Energy, Inc.",2008,38815,2952,5238,63727,1100780,Fayetteville
838,3.02E+12,B-43,"Seeco, Llc",2008,60845,4132,2643,203571,7246384,Fayetteville
839,3.02E+12,B-43,"Xto Energy, Inc.",2008,135390,2980,5420,63069,1029010,Fayetteville
840,3.02E+12,B-43,"Seeco, Llc",2008,408959,3750,3400,87525,4240052,Fayetteville
841,3.02E+12,B-43,"Xto Energy, Inc.",2008,203626,4151,5012,79715,1948823,Fayetteville
842,3.02E+12,B-43,"Xto Energy, Inc.",2008,412777,4188,4660,77738,1813845,Fayetteville
843,3.02E+12,B-43,"Xto Energy, Inc.",2008,343232,3478,5295,70656,1779120,Fayetteville
844,3.02E+12,B-43,"Seeco, Llc",2008,260948,4083,2655,208213,6684511,Fayetteville
845,3.02E+12,B-43,"Seeco, Llc",2008,479657,4335,4202,117826,3878522,Fayetteville
846,3.02E+12,B-43,"Seeco, Llc",2008,683133,5642,5240,184839,4951661,Fayetteville
847,3.02E+12,B-43,"Seeco, Llc",2008,717378,4571,5491,189756,4872140,Fayetteville
848,3.02E+12,B-43,"Seeco, Llc",2008,633734,4432,3940,119581,3900342,Fayetteville
849,3.02E+12,B-43,"Seeco, Llc",2008,461566,4006,3846,159931,5052552,Fayetteville
850,3.02E+12,B-43,"Xto Energy, Inc.",2008,338926,3822,4680,82423,2009010,Fayetteville
851,3.02E+12,B-43,"Seeco, Llc",2008,475094,3818,4331,135128,3509274,Fayetteville
852,3.02E+12,B-43,"Seeco, Llc",2008,756906,3871,4183,136070,3479197,Fayetteville
853,3.02E+12,B-43,"Seeco, Llc",2008,582427,4309,3845,121037,3866396,Fayetteville
854,3.02E+12,B-43,"Seeco, Llc",2008,736407,3815,3880,108180,3473288,Fayetteville
855,3.02E+12,B-43,"Seeco, Llc",2008,556942,3122,3880,128667,4296457,Fayetteville
856,3.02E+12,B-43,"Seeco, Llc",2008,411595,3815,3876,99146,3168793,Fayetteville
857,3.02E+12,B-43,"Seeco, Llc",2008,331540,3820,3982,132040,3501685,Fayetteville
858,3.02E+12,B-43,"Seeco, Llc",2009,306454,3625,3964,90810,3112270,Fayetteville
859,3.02E+12,B-43,"Seeco, Llc",2009,257718,3715,3825,91106,3119968,Fayetteville
860,3.02E+12,B-43,"Xto Energy, Inc.",2008,67174,4137,5257,74350,1601362,Fayetteville
861,3.02E+12,B-43,"Xto Energy, Inc.",2008,360357,3822,4780,81533,1991080,Fayetteville
862,3.02E+12,B-43,"Xto Energy, Inc.",2008,289354,3743,4511,82255,1780700,Fayetteville
863,3.02E+12,B-43,"Seeco, Llc",2008,638797,4847,5175,196791,6052736,Fayetteville
864,3.02E+12,B-43,"Seeco, Llc",2008,696180,5546,5373,154436,5070256,Fayetteville
865,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2008,357976,4052,3114,88285,3815842,Fayetteville
866,3.02E+12,B-43,"Seeco, Llc",2009,411403,4250,3196,165716,5198443,Fayetteville
867,3.02E+12,B-43,"Seeco, Llc",2008,383123,4069,3366,208431,6795089,Fayetteville
868,3.02E+12,B-43,"Xto Energy, Inc.",2008,298733,3962,4970,82175,1894594,Fayetteville
869,3.02E+12,B-43,"Xto Energy, Inc.",2008,344250,4052,5050,80336,1989720,Fayetteville
870,3.02E+12,B-43,"Seeco, Llc",2009,441645,4617,3401,161818,5366747,Fayetteville
871,3.02E+12,B-43,"Seeco, Llc",2009,73392,3170,4839,85424,2721991,Fayetteville
872,3.02E+12,B-43,"Seeco, Llc",2009,587502,3924,4165,145949,3863847,Fayetteville
873,3.02E+12,B-43,"Xto Energy, Inc.",2009,167262,3922,4750,70311,1194880,Fayetteville
874,3.02E+12,B-43,"Seeco, Llc",2009,674579,4486,4196,148970,3924710,Fayetteville
875,3.02E+12,B-43,"Seeco, Llc",2009,518636,4083,3894,115838,3849025,Fayetteville
876,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,206109,4588,3087,125799,4687120,Fayetteville
877,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,314937,4149,3218,283,4524042,Fayetteville
878,3.02E+12,B-43,"Seeco, Llc",2009,416007,3990,3882,133040,3511462,Fayetteville
879,3.02E+12,B-43,"Xto Energy, Inc.",2009,272862,3692,2242,1889175,2516220,Fayetteville
880,3.02E+12,B-43,"Xto Energy, Inc.",2009,186885,4087,5662,113564,1938084,Fayetteville
881,3.02E+12,B-43,"Xto Energy, Inc.",2009,150603,4043,5010,80613,2012780,Fayetteville
882,3.02E+12,B-43,"Xto Energy, Inc.",2009,307541,4278,2287,125303,4210960,Fayetteville
883,3.02E+12,B-43,"Seeco, Llc",2009,772696,4677,3861,134242,4236459,Fayetteville
884,3.02E+12,B-43,"Seeco, Llc",2009,834313,3871,3251,153512,4959460,Fayetteville
885,3.02E+12,B-43,"Xto Energy, Inc.",2009,38732,4152,5080,83707,1857482,Fayetteville
886,3.02E+12,B-43,"Seeco, Llc",2009,424065,3481,3584,123627,3819440,Fayetteville
887,3.02E+12,B-43,"Seeco, Llc",2009,698376,3920,3297,161146,5296680,Fayetteville
888,3.02E+12,B-43,"Seeco, Llc",2009,381978,5944,2284,249733,7634268,Fayetteville
889,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,312273,4269,3001,121719,4552910,Fayetteville
890,3.02E+12,B-43,"Seeco, Llc",2009,528136,4274,2946,280997,8813128,Fayetteville
891,3.02E+12,B-43,"Seeco, Llc",2009,533455,4191,3325,142473,3906323,Fayetteville
892,3.02E+12,B-43,"Seeco, Llc",2009,477100,4832,5058,134641,4550534,Fayetteville
893,3.02E+12,B-43,"Seeco, Llc",2009,609448,5895,5463,159574,5447979,Fayetteville
894,3.02E+12,B-43,"Seeco, Llc",2009,441146,3677,4133,119878,3250466,Fayetteville
895,3.02E+12,B-43,"Seeco, Llc",2009,231722,4130,2867,131030,4466660,Fayetteville
896,3.02E+12,B-43,"Xto Energy, Inc.",2009,193575,3550,1921,57422,2500300,Fayetteville
897,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2010,583519,3917,2720,81511,4783000,Fayetteville
898,3.02E+12,B-43,"Seeco, Llc",2009,285001,4070,3648,108550,4818700,Fayetteville
899,3.02E+12,B-43,"Seeco, Llc",2009,639755,3712,5208,130709,3516724,Fayetteville
900,3.02E+12,B-43,"Seeco, Llc",2009,607013,4052,5128,135367,3610335,Fayetteville
901,3.02E+12,B-43,"Xto Energy, Inc.",2009,126488,4178,5662,97564,1492531,Fayetteville
902,3.02E+12,B-43,"Seeco, Llc",2009,1041024,4106,2884,137044,3586670,Fayetteville
903,3.02E+12,B-43,"Seeco, Llc",2009,258083,3818,4024,126546,4276730,Fayetteville
904,3.02E+12,B-43,"Xto Energy, Inc.",2009,473868,3571,2015,47974,2496000,Fayetteville
905,3.02E+12,B-43,"Xto Energy, Inc.",2009,89061,2843,1715,38540,2103308,Fayetteville
906,3.02E+12,B-43,"Seeco, Llc",2009,575121,5167,5205,140486,4636884,Fayetteville
907,3.02E+12,B-43,"Seeco, Llc",2009,708779,4682,3428,135851,4355190,Fayetteville
908,3.02E+12,B-43,"Seeco, Llc",2009,351040,4342,3550,136822,4607310,Fayetteville
909,3.02E+12,B-43,"Xto Energy, Inc.",2009,226214,4026,5178,102239,2241780,Fayetteville
910,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,162751,3317,5300,59875,3786608,Fayetteville
911,3.02E+12,B-43,"Seeco, Llc",2009,425503,3706,4411,125247,3260040,Fayetteville
912,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,289502,4147,5130,98761,4291805,Fayetteville
913,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,290619,4149,5600,92389,3716190,Fayetteville
914,3.02E+12,B-43,"Seeco, Llc",2009,420075,3726,4287,125449,3267070,Fayetteville
915,3.02E+12,B-43,"Seeco, Llc",2009,725801,4368,3347,142974,3904132,Fayetteville
916,3.02E+12,B-43,"Seeco, Llc",2009,592257,3390,2800,112375,2937781,Fayetteville
917,3.02E+12,B-43,"Seeco, Llc",2009,599971,3998,4162,133674,3591767,Fayetteville
918,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,585484,3891,5074,111054,4461025,Fayetteville
919,3.02E+12,B-43,"Seeco, Llc",2009,350640,3612,4612,120753,3303056,Fayetteville
920,3.02E+12,B-43,"Seeco, Llc",2009,878710,3871,4753,107923,3415567,Fayetteville
921,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,547001,3762,5256,124862,4540975,Fayetteville
922,3.02E+12,B-43,"Xto Energy, Inc.",2009,233294,3882,4760,104409,2727380,Fayetteville
923,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,483232,4231,4310,138039,5822080,Fayetteville
924,3.02E+12,B-43,"Xto Energy, Inc.",2009,233040,4180,2314,123378,4230360,Fayetteville
925,3.02E+12,B-43,"Seeco, Llc",2009,334931,3944,4056,141595,3557028,Fayetteville
926,3.02E+12,B-43,"Seeco, Llc",2009,294731,4052,3398,176476,4695740,Fayetteville
927,3.02E+12,B-43,"Xto Energy, Inc.",2009,239788,4102,5160,118452,3216520,Fayetteville
928,3.02E+12,B-43,"Seeco, Llc",2009,330502,5478,2047,232118,6350837,Fayetteville
929,3.02E+12,B-43,"Seeco, Llc",2009,775085,8177,4648,276204,7132002,Fayetteville
930,3.02E+12,B-43,"Xto Energy, Inc.",2009,391549,4232,5370,119449,3089401,Fayetteville
931,3.02E+12,B-43,"Xto Energy, Inc.",2009,77649,2548,2067,38288,1872000,Fayetteville
932,3.02E+12,B-43,"Xto Energy, Inc.",2009,709807,3619,5564,118889,3217175,Fayetteville
933,3.02E+12,B-43,"Xto Energy, Inc.",2009,299711,4052,5180,107192,2746160,Fayetteville
934,3.02E+12,B-43,"Xto Energy, Inc.",2009,329499,1986,2184,28388,1439500,Fayetteville
935,3.02E+12,B-43,"Xto Energy, Inc.",2009,336635,4118,5506,145138,3857615,Fayetteville
936,3.02E+12,B-43,"Xto Energy, Inc.",2009,357590,3872,5100,114475,3003240,Fayetteville
937,3.02E+12,B-43,"Seeco, Llc",2010,345463,4156,3274,107583,3574104,Fayetteville
938,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,259633,4442,3300,120316,4595530,Fayetteville
939,3.02E+12,B-43,"Seeco, Llc",2010,271306,4994,4108,128261,4218814,Fayetteville
940,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,311036,3882,5000,115184,4481460,Fayetteville
941,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,377995,3890,4892,107869,3063493,Fayetteville
942,3.02E+12,B-43,"Seeco, Llc",2010,301627,4133,4012,100120,3260636,Fayetteville
943,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,417183,3990,5179,109541,4825974,Fayetteville
944,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,366931,4186,4959,116625,5104560,Fayetteville
945,3.02E+12,B-43,"Xto Energy, Inc.",2009,186738,4110,4882,140382,3858300,Fayetteville
946,3.02E+12,B-43,"Xto Energy, Inc.",2009,203097,4172,5110,135480,400580,Fayetteville
947,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,421240,4196,4025,86436,3772460,Fayetteville
948,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,377055,4201,4060,116277,4868160,Fayetteville
949,3.02E+12,B-43,"Xto Energy, Inc.",2009,230903,4635,5133,154383,4439740,Fayetteville
950,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,412607,4062,4698,111128,4908630,Fayetteville
951,3.02E+12,B-43,"Bhp Billiton Petroleum (fayetteville), Llc",2009,483396,4054,4731,118777,4921250,Fayetteville
952,3.02E+12,B-43,"Xto Energy, Inc.",2009,204926,3822,3060,102738,3810580,Fayetteville
